dist,actual_issame,,,dist
0.602989567,0,,,0.602989567
0.62140492,0,,,0.62140492
0.64926953,0,,,0.64926953
0.640511208,0,,,0.640511208
0.660950401,0,,,0.660950401
0.601974921,0,,,0.601974921
0.654531667,0,,,0.654531667
0.653660806,0,,,0.653660806
0.62354146,0,,,0.62354146
0.639566791,0,,,0.639566791
0.623967792,0,,,0.623967792
0.62644433,0,,,0.62644433
0.658036832,0,,,0.658036832
0.630636422,0,,,0.630636422
0.623381517,0,,,0.623381517
0.622773509,0,,,0.622773509
0.641862092,0,,,0.641862092
0.647263857,0,,,0.647263857
0.649152359,0,,,0.649152359
0.643600774,0,,,0.643600774
0.625309703,0,,,0.625309703
0.644396014,0,,,0.644396014
0.645832661,0,,,0.645832661
0.611715504,0,,,0.611715504
0.613584304,0,,,0.613584304
0.613579982,0,,,0.613579982
0.659914422,0,,,0.659914422
0.664624324,0,,,0.664624324
0.658799546,0,,,0.658799546
0.621899904,0,,,0.621899904
0.627856265,0,,,0.627856265
0.630950788,0,,,0.630950788
0.574737259,0,,,0.574737259
0.571393562,0,,,0.571393562
0.581559503,0,,,0.581559503
0.61479632,0,,,0.61479632
0.629417432,0,,,0.629417432
0.64269391,0,,,0.64269391
0.575996669,0,,,0.575996669
0.602361863,0,,,0.602361863
0.579468698,0,,,0.579468698
0.603281365,0,,,0.603281365
0.605790803,0,,,0.605790803
0.588603298,0,,,0.588603298
0.661704905,0,,,0.661704905
0.636541301,0,,,0.636541301
0.645152195,0,,,0.645152195
0.616214498,0,,,0.616214498
0.615449354,0,,,0.615449354
0.621802699,0,,,0.621802699
0.635908117,0,,,0.635908117
0.630923739,0,,,0.630923739
0.641870024,0,,,0.641870024
0.642893182,0,,,0.642893182
0.634877297,0,,,0.634877297
0.615092748,0,,,0.615092748
0.62542381,0,,,0.62542381
0.612913287,0,,,0.612913287
0.61633205,0,,,0.61633205
0.637562933,0,,,0.637562933
0.62407012,0,,,0.62407012
0.638176376,0,,,0.638176376
0.645728447,0,,,0.645728447
0.655620411,0,,,0.655620411
0.583016302,0,,,0.583016302
0.581151651,0,,,0.581151651
0.598827875,0,,,0.598827875
0.598810964,0,,,0.598810964
0.60073842,0,,,0.60073842
0.602185149,0,,,0.602185149
0.615021096,0,,,0.615021096
0.591104761,0,,,0.591104761
0.607907484,0,,,0.607907484
0.630499624,0,,,0.630499624
0.644010871,0,,,0.644010871
0.63988677,0,,,0.63988677
0.618544004,0,,,0.618544004
0.639170446,0,,,0.639170446
0.64267703,0,,,0.64267703
0.623388138,0,,,0.623388138
0.629796882,0,,,0.629796882
0.633492534,0,,,0.633492534
0.61839711,0,,,0.61839711
0.612715737,0,,,0.612715737
0.600404575,0,,,0.600404575
0.631721831,0,,,0.631721831
0.628545486,0,,,0.628545486
0.607337175,0,,,0.607337175
0.613227981,0,,,0.613227981
0.615474522,0,,,0.615474522
0.607151857,0,,,0.607151857
0.647345994,0,,,0.647345994
0.643512708,0,,,0.643512708
0.656630781,0,,,0.656630781
0.610247475,0,,,0.610247475
0.598922196,0,,,0.598922196
0.611139987,0,,,0.611139987
0.629573397,0,,,0.629573397
0.620521602,0,,,0.620521602
0.646931444,0,,,0.646931444
0.649832494,0,,,0.649832494
0.597321071,0,,,0.597321071
0.584060684,0,,,0.584060684
0.58306365,0,,,0.58306365
0.588018168,0,,,0.588018168
0.639459944,0,,,0.639459944
0.611839846,0,,,0.611839846
0.654176765,0,,,0.654176765
0.58141763,0,,,0.58141763
0.59047768,0,,,0.59047768
0.567721721,0,,,0.567721721
0.656783709,0,,,0.656783709
0.633743264,0,,,0.633743264
0.641853262,0,,,0.641853262
0.620629926,0,,,0.620629926
0.617851111,0,,,0.617851111
0.623325913,0,,,0.623325913
0.62730742,0,,,0.62730742
0.611142694,0,,,0.611142694
0.6471462,0,,,0.6471462
0.61655552,0,,,0.61655552
0.621185664,0,,,0.621185664
0.606189978,0,,,0.606189978
0.644897138,0,,,0.644897138
0.650527723,0,,,0.650527723
0.644372555,0,,,0.644372555
0.623761615,0,,,0.623761615
0.614578585,0,,,0.614578585
0.611955649,0,,,0.611955649
0.629345931,0,,,0.629345931
0.622092742,0,,,0.622092742
0.636043675,0,,,0.636043675
0.641308967,0,,,0.641308967
0.641452432,0,,,0.641452432
0.652288277,0,,,0.652288277
0.649590036,0,,,0.649590036
0.658579686,0,,,0.658579686
0.668369548,0,,,0.668369548
0.692274189,0,,,0.692274189
0.658601513,0,,,0.658601513
0.671333845,0,,,0.671333845
0.653406836,0,,,0.653406836
0.651131934,0,,,0.651131934
0.628781629,0,,,0.628781629
0.607853749,0,,,0.607853749
0.580749405,0,,,0.580749405
0.648816333,0,,,0.648816333
0.615991651,0,,,0.615991651
0.645794552,0,,,0.645794552
0.650991189,0,,,0.650991189
0.658194888,0,,,0.658194888
0.655025446,0,,,0.655025446
0.679124622,0,,,0.679124622
0.686317225,0,,,0.686317225
0.685633312,0,,,0.685633312
0.617904658,0,,,0.617904658
0.634895489,0,,,0.634895489
0.65469978,0,,,0.65469978
0.656231411,0,,,0.656231411
0.616986735,0,,,0.616986735
0.614315231,0,,,0.614315231
0.611769178,0,,,0.611769178
0.645633356,0,,,0.645633356
0.645510439,0,,,0.645510439
0.658176269,0,,,0.658176269
0.651364493,0,,,0.651364493
0.629215093,0,,,0.629215093
0.647561019,0,,,0.647561019
0.607323328,0,,,0.607323328
0.621079902,0,,,0.621079902
0.60973622,0,,,0.60973622
0.626094035,0,,,0.626094035
0.61378753,0,,,0.61378753
0.601555876,0,,,0.601555876
0.608508673,0,,,0.608508673
0.614689687,0,,,0.614689687
0.621340593,0,,,0.621340593
0.61844005,0,,,0.61844005
0.672718915,0,,,0.672718915
0.65180403,0,,,0.65180403
0.647042968,0,,,0.647042968
0.663012993,0,,,0.663012993
0.656063627,0,,,0.656063627
0.674912892,0,,,0.674912892
0.602692579,0,,,0.602692579
0.602664116,0,,,0.602664116
0.613265555,0,,,0.613265555
0.644356466,0,,,0.644356466
0.663628509,0,,,0.663628509
0.627405936,0,,,0.627405936
0.626251489,0,,,0.626251489
0.594823449,0,,,0.594823449
0.599170687,0,,,0.599170687
0.587874114,0,,,0.587874114
0.601330217,0,,,0.601330217
0.589191446,0,,,0.589191446
0.597025771,0,,,0.597025771
0.581603772,0,,,0.581603772
0.584551185,0,,,0.584551185
0.609482958,0,,,0.609482958
0.623324039,0,,,0.623324039
0.607419853,0,,,0.607419853
0.611583047,0,,,0.611583047
0.668032253,0,,,0.668032253
0.671188004,0,,,0.671188004
0.664120648,0,,,0.664120648
0.62512444,0,,,0.62512444
0.639097443,0,,,0.639097443
0.617033418,0,,,0.617033418
0.596136691,0,,,0.596136691
0.572232509,0,,,0.572232509
0.606176082,0,,,0.606176082
0.609644837,0,,,0.609644837
0.604634256,0,,,0.604634256
0.624138113,0,,,0.624138113
0.576418646,0,,,0.576418646
0.578019974,0,,,0.578019974
0.587902619,0,,,0.587902619
0.639571758,0,,,0.639571758
0.669960046,0,,,0.669960046
0.6465746,0,,,0.6465746
0.60657725,0,,,0.60657725
0.610302531,0,,,0.610302531
0.621429988,0,,,0.621429988
0.677551867,0,,,0.677551867
0.672262147,0,,,0.672262147
0.673213266,0,,,0.673213266
0.636996141,0,,,0.636996141
0.625652394,0,,,0.625652394
0.638135633,0,,,0.638135633
0.59076282,0,,,0.59076282
0.597770051,0,,,0.597770051
0.599751923,0,,,0.599751923
0.614276393,0,,,0.614276393
0.630149279,0,,,0.630149279
0.619874152,0,,,0.619874152
0.648567135,0,,,0.648567135
0.637342014,0,,,0.637342014
0.647049486,0,,,0.647049486
0.673076409,0,,,0.673076409
0.667337254,0,,,0.667337254
0.671617885,0,,,0.671617885
0.658335161,0,,,0.658335161
0.655803053,0,,,0.655803053
0.659156665,0,,,0.659156665
0.621147202,0,,,0.621147202
0.636281751,0,,,0.636281751
0.648652062,0,,,0.648652062
0.662553669,0,,,0.662553669
0.659084751,0,,,0.659084751
0.656644774,0,,,0.656644774
0.638792798,0,,,0.638792798
0.635280568,0,,,0.635280568
0.651588059,0,,,0.651588059
0.591837791,0,,,0.591837791
0.615713861,0,,,0.615713861
0.593766924,0,,,0.593766924
0.638676771,0,,,0.638676771
0.63662403,0,,,0.63662403
0.636808167,0,,,0.636808167
0.634780108,0,,,0.634780108
0.608817551,0,,,0.608817551
0.640904814,0,,,0.640904814
0.600696424,0,,,0.600696424
0.614226754,0,,,0.614226754
0.614743453,0,,,0.614743453
0.634832418,0,,,0.634832418
0.607722623,0,,,0.607722623
0.610153335,0,,,0.610153335
0.59486712,0,,,0.59486712
0.596875874,0,,,0.596875874
0.653214708,0,,,0.653214708
0.630117577,0,,,0.630117577
0.645081664,0,,,0.645081664
0.672883849,0,,,0.672883849
0.655977007,0,,,0.655977007
0.664211004,0,,,0.664211004
0.612051722,0,,,0.612051722
0.614612388,0,,,0.614612388
0.61720069,0,,,0.61720069
0.626394065,0,,,0.626394065
0.630079514,0,,,0.630079514
0.629884588,0,,,0.629884588
0.582477994,0,,,0.582477994
0.576676774,0,,,0.576676774
0.576226473,0,,,0.576226473
0.605685527,0,,,0.605685527
0.617149112,0,,,0.617149112
0.597385005,0,,,0.597385005
0.628154212,0,,,0.628154212
0.619054316,0,,,0.619054316
0.622372244,0,,,0.622372244
0.627849801,0,,,0.627849801
0.62500609,0,,,0.62500609
0.640607546,0,,,0.640607546
0.626590335,0,,,0.626590335
0.641287277,0,,,0.641287277
0.647849238,0,,,0.647849238
0.640161738,0,,,0.640161738
0.63904173,0,,,0.63904173
0.647470566,0,,,0.647470566
0.657242455,0,,,0.657242455
0.654821507,0,,,0.654821507
0.64287309,0,,,0.64287309
0.649478118,0,,,0.649478118
0.655533811,0,,,0.655533811
0.636478237,0,,,0.636478237
0.660794778,0,,,0.660794778
0.6249928,0,,,0.6249928
0.617314624,0,,,0.617314624
0.635128154,0,,,0.635128154
0.643952164,0,,,0.643952164
0.595468101,0,,,0.595468101
0.611211414,0,,,0.611211414
0.638431093,0,,,0.638431093
0.617150139,0,,,0.617150139
0.602310448,0,,,0.602310448
0.609053965,0,,,0.609053965
0.590867118,0,,,0.590867118
0.610294237,0,,,0.610294237
0.584805663,0,,,0.584805663
0.653282899,0,,,0.653282899
0.656173968,0,,,0.656173968
0.63261106,0,,,0.63261106
0.61079133,0,,,0.61079133
0.639743968,0,,,0.639743968
0.605860059,0,,,0.605860059
0.5959566,0,,,0.5959566
0.618208749,0,,,0.618208749
0.615167347,0,,,0.615167347
0.655235765,0,,,0.655235765
0.624618746,0,,,0.624618746
0.62443977,0,,,0.62443977
0.666367077,0,,,0.666367077
0.674367801,0,,,0.674367801
0.682392267,0,,,0.682392267
0.63508075,0,,,0.63508075
0.669938465,0,,,0.669938465
0.661771678,0,,,0.661771678
0.620790988,0,,,0.620790988
0.626692136,0,,,0.626692136
0.603167567,0,,,0.603167567
0.60849297,0,,,0.60849297
0.636244709,0,,,0.636244709
0.638839549,0,,,0.638839549
0.65404277,0,,,0.65404277
0.621447485,0,,,0.621447485
0.643775242,0,,,0.643775242
0.631915471,0,,,0.631915471
0.665733663,0,,,0.665733663
0.663294642,0,,,0.663294642
0.657180901,0,,,0.657180901
0.597593097,0,,,0.597593097
0.606981675,0,,,0.606981675
0.588032955,0,,,0.588032955
0.637922604,0,,,0.637922604
0.62960894,0,,,0.62960894
0.638525679,0,,,0.638525679
0.602908395,0,,,0.602908395
0.621013587,0,,,0.621013587
0.605976707,0,,,0.605976707
0.620321753,0,,,0.620321753
0.666300327,0,,,0.666300327
0.675130091,0,,,0.675130091
0.666428106,0,,,0.666428106
0.636606874,0,,,0.636606874
0.669697542,0,,,0.669697542
0.639702238,0,,,0.639702238
0.63493462,0,,,0.63493462
0.651839532,0,,,0.651839532
0.63707515,0,,,0.63707515
0.626362892,0,,,0.626362892
0.620001137,0,,,0.620001137
0.624203555,0,,,0.624203555
0.662800224,0,,,0.662800224
0.658696066,0,,,0.658696066
0.672277235,0,,,0.672277235
0.55400861,0,,,0.55400861
0.548676531,0,,,0.548676531
0.632821155,0,,,0.632821155
0.631347314,0,,,0.631347314
0.629228447,0,,,0.629228447
0.641242461,0,,,0.641242461
0.64370208,0,,,0.64370208
0.646242769,0,,,0.646242769
0.643712735,0,,,0.643712735
0.61865522,0,,,0.61865522
0.676909759,0,,,0.676909759
0.67677413,0,,,0.67677413
0.666126625,0,,,0.666126625
0.639674131,0,,,0.639674131
0.618089163,0,,,0.618089163
0.628495265,0,,,0.628495265
0.60767211,0,,,0.60767211
0.601107617,0,,,0.601107617
0.610309061,0,,,0.610309061
0.675180831,0,,,0.675180831
0.691086025,0,,,0.691086025
0.680273351,0,,,0.680273351
0.652141034,0,,,0.652141034
0.633361064,0,,,0.633361064
0.651030167,0,,,0.651030167
0.628180634,0,,,0.628180634
0.619147602,0,,,0.619147602
0.630881511,0,,,0.630881511
0.640135013,0,,,0.640135013
0.632315488,0,,,0.632315488
0.638010373,0,,,0.638010373
0.531915916,0,,,0.531915916
0.540502444,0,,,0.540502444
0.569460786,0,,,0.569460786
0.637853125,0,,,0.637853125
0.619581075,0,,,0.619581075
0.616253179,0,,,0.616253179
0.618767045,0,,,0.618767045
0.645991756,0,,,0.645991756
0.609920341,0,,,0.609920341
0.649255256,0,,,0.649255256
0.619927914,0,,,0.619927914
0.621263776,0,,,0.621263776
0.585071893,0,,,0.585071893
0.658097853,0,,,0.658097853
0.665973725,0,,,0.665973725
0.656176072,0,,,0.656176072
0.591921193,0,,,0.591921193
0.601359654,0,,,0.601359654
0.586186236,0,,,0.586186236
0.642108557,0,,,0.642108557
0.655256787,0,,,0.655256787
0.654720386,0,,,0.654720386
0.625451991,0,,,0.625451991
0.629187556,0,,,0.629187556
0.615845819,0,,,0.615845819
0.636568182,0,,,0.636568182
0.612422468,0,,,0.612422468
0.678784225,0,,,0.678784225
0.691825294,0,,,0.691825294
0.66890365,0,,,0.66890365
0.579941899,0,,,0.579941899
0.594376934,0,,,0.594376934
0.584956397,0,,,0.584956397
0.640713252,0,,,0.640713252
0.644873326,0,,,0.644873326
0.644882802,0,,,0.644882802
0.658255347,0,,,0.658255347
0.671978101,0,,,0.671978101
0.66304592,0,,,0.66304592
0.622606693,0,,,0.622606693
0.607433657,0,,,0.607433657
0.62306043,0,,,0.62306043
0.610202135,0,,,0.610202135
0.633983179,0,,,0.633983179
0.665574395,0,,,0.665574395
0.629791588,0,,,0.629791588
0.640531237,0,,,0.640531237
0.611432132,0,,,0.611432132
0.644762653,0,,,0.644762653
0.648027775,0,,,0.648027775
0.64765416,0,,,0.64765416
0.660446162,0,,,0.660446162
0.620163285,0,,,0.620163285
0.645039944,0,,,0.645039944
0.6602098,0,,,0.6602098
0.65092906,0,,,0.65092906
0.635180329,0,,,0.635180329
0.628002386,0,,,0.628002386
0.620163341,0,,,0.620163341
0.628362156,0,,,0.628362156
0.620545181,0,,,0.620545181
0.618599186,0,,,0.618599186
0.596883614,0,,,0.596883614
0.591952726,0,,,0.591952726
0.602342492,0,,,0.602342492
0.635014252,0,,,0.635014252
0.642808,0,,,0.642808
0.635210237,0,,,0.635210237
0.623311742,0,,,0.623311742
0.684119828,0,,,0.684119828
0.667025557,0,,,0.667025557
0.654212442,0,,,0.654212442
0.672019472,0,,,0.672019472
0.65935913,0,,,0.65935913
0.599260503,0,,,0.599260503
0.595706867,0,,,0.595706867
0.606497237,0,,,0.606497237
0.615536479,0,,,0.615536479
0.605294183,0,,,0.605294183
0.585027772,0,,,0.585027772
0.654883716,0,,,0.654883716
0.608996432,0,,,0.608996432
0.66148085,0,,,0.66148085
0.6533749,0,,,0.6533749
0.672157461,0,,,0.672157461
0.640681945,0,,,0.640681945
0.658853326,0,,,0.658853326
0.657313113,0,,,0.657313113
0.644537053,0,,,0.644537053
0.636885776,0,,,0.636885776
0.620940427,0,,,0.620940427
0.642637824,0,,,0.642637824
0.622002235,0,,,0.622002235
0.643617183,0,,,0.643617183
0.642959858,0,,,0.642959858
0.639312117,0,,,0.639312117
0.615159706,0,,,0.615159706
0.636986725,0,,,0.636986725
0.628089864,0,,,0.628089864
0.64720213,0,,,0.64720213
0.654684716,0,,,0.654684716
0.656237813,0,,,0.656237813
0.61864291,0,,,0.61864291
0.649043356,0,,,0.649043356
0.62428734,0,,,0.62428734
0.611405823,0,,,0.611405823
0.626861453,0,,,0.626861453
0.614583217,0,,,0.614583217
0.619830746,0,,,0.619830746
0.599275576,0,,,0.599275576
0.587868913,0,,,0.587868913
0.603563613,0,,,0.603563613
0.614097825,0,,,0.614097825
0.62263815,0,,,0.62263815
0.617286345,0,,,0.617286345
0.616930446,0,,,0.616930446
0.621540084,0,,,0.621540084
0.565070437,0,,,0.565070437
0.563670586,0,,,0.563670586
0.55264923,0,,,0.55264923
0.615847518,0,,,0.615847518
0.610723648,0,,,0.610723648
0.608925881,0,,,0.608925881
0.593508154,0,,,0.593508154
0.594798188,0,,,0.594798188
0.584139641,0,,,0.584139641
0.625829272,0,,,0.625829272
0.591095153,0,,,0.591095153
0.698793449,0,,,0.698793449
0.6920031,0,,,0.6920031
0.659443777,0,,,0.659443777
0.639876517,0,,,0.639876517
0.666714213,0,,,0.666714213
0.659238129,0,,,0.659238129
0.664700904,0,,,0.664700904
0.588398803,0,,,0.588398803
0.588031341,0,,,0.588031341
0.55479487,0,,,0.55479487
0.614578064,0,,,0.614578064
0.613820849,0,,,0.613820849
0.59682561,0,,,0.59682561
0.626312421,0,,,0.626312421
0.630167169,0,,,0.630167169
0.626920969,0,,,0.626920969
0.645393724,0,,,0.645393724
0.624623008,0,,,0.624623008
0.630567405,0,,,0.630567405
0.569512141,0,,,0.569512141
0.605579729,0,,,0.605579729
0.563896051,0,,,0.563896051
0.629182402,0,,,0.629182402
0.678619151,0,,,0.678619151
0.671693869,0,,,0.671693869
0.652110083,0,,,0.652110083
0.640308814,0,,,0.640308814
0.652261162,0,,,0.652261162
0.609234647,0,,,0.609234647
0.645119479,0,,,0.645119479
0.681971349,0,,,0.681971349
0.661282203,0,,,0.661282203
0.654178402,0,,,0.654178402
0.6245674,0,,,0.6245674
0.628215718,0,,,0.628215718
0.645475141,0,,,0.645475141
0.647520634,0,,,0.647520634
0.646303887,0,,,0.646303887
0.636965067,0,,,0.636965067
0.650599204,0,,,0.650599204
0.630143359,0,,,0.630143359
0.629288596,0,,,0.629288596
0.617849555,0,,,0.617849555
0.631009513,0,,,0.631009513
0.634628219,0,,,0.634628219
0.656807924,0,,,0.656807924
0.618853376,0,,,0.618853376
0.630219987,0,,,0.630219987
0.617498822,0,,,0.617498822
0.562426102,0,,,0.562426102
0.576711227,0,,,0.576711227
0.566799267,0,,,0.566799267
0.579890084,0,,,0.579890084
0.576802317,0,,,0.576802317
0.588861923,0,,,0.588861923
0.629411848,0,,,0.629411848
0.618926558,0,,,0.618926558
0.625951043,0,,,0.625951043
0.586797392,0,,,0.586797392
0.582297775,0,,,0.582297775
0.578462453,0,,,0.578462453
0.634411984,0,,,0.634411984
0.641572714,0,,,0.641572714
0.655885258,0,,,0.655885258
0.601545502,0,,,0.601545502
0.642957318,0,,,0.642957318
0.618384791,0,,,0.618384791
0.624094216,0,,,0.624094216
0.63193763,0,,,0.63193763
0.615484962,0,,,0.615484962
0.658986178,0,,,0.658986178
0.675547609,0,,,0.675547609
0.606461945,0,,,0.606461945
0.622714574,0,,,0.622714574
0.622827641,0,,,0.622827641
0.666422561,0,,,0.666422561
0.657304858,0,,,0.657304858
0.66380509,0,,,0.66380509
0.671797364,0,,,0.671797364
0.675347192,0,,,0.675347192
0.664820042,0,,,0.664820042
0.613924574,0,,,0.613924574
0.602768943,0,,,0.602768943
0.619824201,0,,,0.619824201
0.605557654,0,,,0.605557654
0.614256223,0,,,0.614256223
0.658170427,0,,,0.658170427
0.577521152,0,,,0.577521152
0.588565284,0,,,0.588565284
0.609209631,0,,,0.609209631
0.617233424,0,,,0.617233424
0.596176607,0,,,0.596176607
0.68154101,0,,,0.68154101
0.649550972,0,,,0.649550972
0.663020091,0,,,0.663020091
0.611345913,0,,,0.611345913
0.612397487,0,,,0.612397487
0.597053709,0,,,0.597053709
0.641737415,0,,,0.641737415
0.637291216,0,,,0.637291216
0.642103614,0,,,0.642103614
0.627337016,0,,,0.627337016
0.625352277,0,,,0.625352277
0.622532485,0,,,0.622532485
0.652047859,0,,,0.652047859
0.662092426,0,,,0.662092426
0.659708034,0,,,0.659708034
0.630386396,0,,,0.630386396
0.611247312,0,,,0.611247312
0.618745759,0,,,0.618745759
0.648613652,0,,,0.648613652
0.669471524,0,,,0.669471524
0.663779983,0,,,0.663779983
0.65015798,0,,,0.65015798
0.657712742,0,,,0.657712742
0.65413388,0,,,0.65413388
0.626881421,0,,,0.626881421
0.629158379,0,,,0.629158379
0.654280486,0,,,0.654280486
0.643108979,0,,,0.643108979
0.652188206,0,,,0.652188206
0.676544223,0,,,0.676544223
0.651164131,0,,,0.651164131
0.638631535,0,,,0.638631535
